mintel_index,mintel_company,ultimate_company,compustat_conm,cosine_score,entityOne,entityTwo,Answer,Explanation
398,St. Regis Vineyards,St. Regis Vineyards,CONSTELLATION BRANDS,0.4526437309145464,St. Regis Vineyards | St. Regis Vineyards,CONSTELLATION BRANDS,No,St. Regis Vineyards and Constellation Brands are distinct entities without a known parent–subsidiary or brand relationship.
399,Alice White,Constellation Brands,CONSTELLATION BRANDS,0.6477010699092354,Alice White | Constellation Brands,CONSTELLATION BRANDS,Yes,"Alice White is a wine brand owned by Constellation Brands, indicating a brand ownership relationship between the two."
400,Mrs. Sullivan's,Mrs. Sullivan's,CAMPBELL SOUP CO,0.2983807584821993,Mrs. Sullivan's | Mrs. Sullivan's,CAMPBELL SOUP CO,No,There is no known direct relationship between Mrs. Sullivan's and CAMPBELL SOUP CO based on available information.
401,The Nest Collective,Campbell Soup,CAMPBELL SOUP CO,0.6128596878444098,The Nest Collective | Campbell Soup,CAMPBELL SOUP CO,Yes,"The Nest Collective is a brand portfolio under Campbell Soup Company, which is the same as Campbell Soup Co."
402,Tyson Deli,Tyson Deli,TYSON FOODS INC  -CL A,0.6025730931491509,Tyson Deli | Tyson Deli,TYSON FOODS INC  -CL A,Yes,"Tyson Deli is likely a product line or division under Tyson Foods Inc, a well-known company primarily involved in the production of processed meats and other foods."
403,Teva Pharmaceutical Industries,Teva Pharmaceutical Industries,TEVA PHARMACEUTICALS,0.7872139712114083,Teva Pharmaceutical Industries | Teva Pharmaceutical Industries,TEVA PHARMACEUTICALS,Yes,"Teva Pharmaceuticals is the common name and branding for Teva Pharmaceutical Industries, an Israeli multinational pharmaceutical company. They refer to the same company."
404,Ralcorp Frozen Bakery Products,ConAgra Foods,CONAGRA BRANDS INC,0.6155983192000156,Ralcorp Frozen Bakery Products | ConAgra Foods,CONAGRA BRANDS INC,Yes,"Ralcorp Frozen Bakery Products was once a division under Ralcorp Holdings, which was acquired by ConAgra Foods. ConAgra Foods later became known as ConAgra Brands Inc, establishing the relationship."
405,Swheat Scoop,Swheat Scoop,SHERWIN-WILLIAMS CO,0.297347369857358,Swheat Scoop | Swheat Scoop,SHERWIN-WILLIAMS CO,No,"Swheat Scoop is a brand of natural cat litter, whereas Sherwin-Williams Co is a company primarily known for manufacturing paint and coating products. They are not related in terms of corporate structure or brand ownership."
406,Topo Chico,Topo Chico,COCA-COLA FEMSA SAB DE CV,0.3894375265007503,Topo Chico | Topo Chico,COCA-COLA FEMSA SAB DE CV,Yes,"Topo Chico is a brand owned by The Coca-Cola Company, and COCA-COLA FEMSA SAB DE CV is a subsidiary distributor for Coca-Cola products."
407,Beringer Vineyards,Beringer Vineyards,CONSTELLATION BRANDS,0.4295379329844454,Beringer Vineyards | Beringer Vineyards,CONSTELLATION BRANDS,No,"Beringer Vineyards is owned by Treasury Wine Estates, not Constellation Brands."
408,Aunt Sarah's Pancake Houses,Aunt Sarah's Pancake Houses,DARDEN RESTAURANTS INC,0.3221141500518947,Aunt Sarah's Pancake Houses | Aunt Sarah's Pancake Houses,DARDEN RESTAURANTS INC,No,"Aunt Sarah's Pancake Houses is not known to be owned by Darden Restaurants Inc. Darden owns brands like Olive Garden and LongHorn Steakhouse, but Aunt Sarah's isn't one of them."
409,Gossner Foods,Gossner Foods,LAND O'LAKES INC,0.4521376717164179,Gossner Foods | Gossner Foods,LAND O'LAKES INC,No,Gossner Foods and Land O'Lakes Inc are separate entities with no direct parent-subsidiary or brand relationship.
410,Novartis Ophthalmics,Novartis,NOVARTIS AG,0.6590839301949329,Novartis Ophthalmics | Novartis,NOVARTIS AG,Yes,"Novartis Ophthalmics is a division within Novartis, and Novartis AG is the parent company."
411,Colcaf,Colcaf,COCA-COLA CO,0.5226090611044718,Colcaf | Colcaf,COCA-COLA CO,No,Colcaf | Colcaf and COCA-COLA CO are not the same company. Colcaf is typically associated with the coffee industry while Coca-Cola Co is a major beverage company known for its soft drinks.
412,NeXstep Beverages,The Coca-Cola Company,COCA-COLA CO,0.5779938138230776,NeXstep Beverages | The Coca-Cola Company,COCA-COLA CO,Yes,"NeXstep Beverages is likely a subsidiary or brand under The Coca-Cola Company, which is the parent company also referred to as 'COCA-COLA CO' in formal and stock market contexts."
413,Valley Fresh,Valley Fresh,CAMPBELL SOUP CO,0.3993035444895857,Valley Fresh | Valley Fresh,CAMPBELL SOUP CO,Yes,Valley Fresh is a brand owned by Campbell Soup Company.
414,GNP Farms,Pilgrim's Pride,PILGRIM'S PRIDE CORP,0.6703390472026863,GNP Farms | Pilgrim's Pride,PILGRIM'S PRIDE CORP,Yes,"GNP Farms is a brand under Pilgrim's Pride, and Pilgrim's Pride Corp is the parent company."
415,Mostly Memories,Mostly Memories,FULUCAI PRODUCTIONS LTD-OLD,0.2586883644270238,Mostly Memories | Mostly Memories,FULUCAI PRODUCTIONS LTD-OLD,No,Mostly Memories and FULUCAI PRODUCTIONS LTD-OLD do not have any publicly known association or parent-subsidiary relationship.
416,BMBC,BMBC,WBI BULLBEAR QUALTY 3000 ETF,0.378890938751475,BMBC | BMBC,WBI BULLBEAR QUALTY 3000 ETF,No,"BMBC appears to be a separate entity or brand name, while WBI BULLBEAR QUALTY 3000 ETF is likely a financial product or fund offered by an entity related to asset management. Without more context, they do not seem related."
417,Big Lots Stores,Big Lots Stores,BIG LOTS INC,0.788973012581987,Big Lots Stores | Big Lots Stores,BIG LOTS INC,Yes,"Big Lots Stores is a retail brand operated by BIG LOTS INC, the parent company."
418,Sobeys,Sobeys,LOBLAW COS LTD,0.5445134346118682,Sobeys | Sobeys,LOBLAW COS LTD,No,"Sobeys and Loblaws are separate entities. Sobeys is owned by Empire Company Limited, while Loblaws is owned by George Weston Limited."
419,La Fromagerie Alexis de Portneuf,La Fromagerie Alexis de Portneuf,SAPUTO INC,0.418567618515772,La Fromagerie Alexis de Portneuf | La Fromagerie Alexis de Portneuf,SAPUTO INC,Yes,"La Fromagerie Alexis de Portneuf is a brand owned by Saputo Inc., a major dairy company."
420,Farina Mills Farina,Farina Mills Farina,GENERAL MILLS INC,0.4749250591941756,Farina Mills Farina | Farina Mills Farina,GENERAL MILLS INC,Yes,"Farina Mills is a brand under General Mills Inc., indicating a parent brand relationship."
421,Golden Grain,Golden Grain,GENERAL MILLS INC,0.4482769503188922,Golden Grain | Golden Grain,GENERAL MILLS INC,Yes,"Golden Grain is a brand owned by General Mills, Inc. Golden Grain is known for its products like pasta and other grain-based foods, which are part of General Mills' portfolio."
422,Pirate Brands,Hershey,HERSHEY CO,0.6122392478956225,Pirate Brands | Hershey,HERSHEY CO,Yes,"Pirate Brands was acquired by The Hershey Company, making it a subsidiary. Thus, they refer to the same parent company."
423,Kraft Foods,Kraft Heinz,CONAGRA BRANDS INC,0.5587203854385667,Kraft Foods | Kraft Heinz,CONAGRA BRANDS INC,No,"Kraft Foods is associated with The Kraft Heinz Company, while Conagra Brands Inc is a separate company with different ownership and brand portfolio."
424,McMaster Import,Constellation Brands,CONSTELLATION BRANDS,0.6351566548390151,McMaster Import | Constellation Brands,CONSTELLATION BRANDS,Yes,"McMaster Import is a part of Constellation Brands, which indicates a parent-subsidiary relationship. Therefore, they are related."
425,Packaging And Preservation,Packaging And Preservation,SEALED AIR CORP,0.3552500865459557,Packaging And Preservation | Packaging And Preservation,SEALED AIR CORP,Yes,"Packaging And Preservation is a business segment or brand under Sealed Air Corp, which is well-known for its packaging solutions."
426,Mogen David,Mogen David,CONSTELLATION BRANDS,0.42239858788736,Mogen David | Mogen David,CONSTELLATION BRANDS,Yes,"Mogen David is a subsidiary of Constellation Brands, which owns and produces various alcoholic beverage brands, including wines."
427,Monkey Bay,Constellation Brands,CONSTELLATION BRANDS,0.6080619778297729,Monkey Bay | Constellation Brands,CONSTELLATION BRANDS,Yes,"Monkey Bay is a wine brand that is owned by Constellation Brands, which means they are related through a brand ownership relationship."
428,Molson Coors,Molson Coors Brewing,MOLSON COORS BEVERAGE CO,0.7961812412880999,Molson Coors | Molson Coors Brewing,MOLSON COORS BEVERAGE CO,Yes,Molson Coors Brewing Company rebranded to Molson Coors Beverage Company in 2019. They refer to the same corporate entity.
429,Baron Philippe de Rothschild,Constellation Brands,CONSTELLATION BRANDS,0.6006952836624654,Baron Philippe de Rothschild | Constellation Brands,CONSTELLATION BRANDS,No,Baron Philippe de Rothschild is a separate wine producer. Constellation Brands is a large beverage corporation and does not own Baron Philippe de Rothschild.
430,Ruffino,Constellation Brands,CONSTELLATION BRANDS,0.6087981956591387,Ruffino | Constellation Brands,CONSTELLATION BRANDS,Yes,"Ruffino is a wine brand owned by Constellation Brands, making them part of the same corporate structure."
431,HRM Rex-Goliath Winery,Constellation Brands,CONSTELLATION BRANDS,0.6335501943123238,HRM Rex-Goliath Winery | Constellation Brands,CONSTELLATION BRANDS,Yes,"HRM Rex-Goliath Winery is a brand under Constellation Brands, which owns it. Therefore, they refer to the same company through a brand ownership relationship."
432,Cook's Champagne Cellars,Constellation Brands,CONSTELLATION BRANDS,0.6631701156147276,Cook's Champagne Cellars | Constellation Brands,CONSTELLATION BRANDS,Yes,"Cook's Champagne Cellars is a brand owned by Constellation Brands, establishing a parent-subsidiary relationship between them."
433,Ravenswood Winery,Constellation Brands,CONSTELLATION BRANDS,0.6706537129127143,Ravenswood Winery | Constellation Brands,CONSTELLATION BRANDS,Yes,"Ravenswood Winery is a brand owned by Constellation Brands, hence they are part of the same corporate group."
434,Mark West Winery,Constellation Brands,CONSTELLATION BRANDS,0.668205315063109,Mark West Winery | Constellation Brands,CONSTELLATION BRANDS,Yes,"Mark West Winery is a brand owned by Constellation Brands. Therefore, both entities are associated with the same parent company."
435,Blackstone Winery,Constellation Brands,CONSTELLATION BRANDS,0.6708003761156092,Blackstone Winery | Constellation Brands,CONSTELLATION BRANDS,Yes,"Blackstone Winery is a brand under Constellation Brands, indicating a parent-subsidiary or brand relationship."
436,Smashbox Beauty Cosmetics,Este Lauder,ESTEE LAUDER COMPANIES INC,0.5516930248635895,Smashbox Beauty Cosmetics | Este Lauder,ESTEE LAUDER COMPANIES INC,Yes,"Smashbox Beauty Cosmetics is a brand owned by The Estee Lauder Companies Inc., making them part of the same corporate group."
437,Simi Winery,Constellation Brands,CONSTELLATION BRANDS,0.6779896370466515,Simi Winery | Constellation Brands,CONSTELLATION BRANDS,Yes,Simi Winery is a brand owned by Constellation Brands.
438,Great Western Champagne Cellars,Great Western Champagne Cellars,CONSTELLATION BRANDS,0.408498422675833,Great Western Champagne Cellars | Great Western Champagne Cellars,CONSTELLATION BRANDS,Yes,"Constellation Brands is a large beverage company that owns various wine and spirits brands, including Great Western Champagne Cellars."
439,Estancia Estates,Estancia Estates,VENTAS INC,0.3372118982885053,Estancia Estates | Estancia Estates,VENTAS INC,No,"Estancia Estates seems to refer to a property or brand name, while Ventas Inc. is a well-known real estate investment trust. They are not directly related as parent and subsidiary or as a brand under Ventas Inc."
440,Franciscan Estate,Constellation Brands,CONSTELLATION BRANDS,0.6783876009945851,Franciscan Estate | Constellation Brands,CONSTELLATION BRANDS,Yes,"Franciscan Estate is a brand owned by Constellation Brands. Therefore, they are part of the same corporate structure."
441,Crazy Richard's,Crazy Richard's,SMUCKER (JM) CO,0.3526434587132755,Crazy Richard's | Crazy Richard's,SMUCKER (JM) CO,No,"Crazy Richard's and SMUCKER (JM) CO are separate entities. Crazy Richard's is a peanut butter brand, while SMUCKER is a larger food company with its own portfolio of brands."
442,Tequila Cazadores,Tequila Cazadores,MOLSON COORS BEVERAGE CO,0.3447761163162446,Tequila Cazadores | Tequila Cazadores,MOLSON COORS BEVERAGE CO,No,"Tequila Cazadores is a tequila brand owned by Bacardi, whereas Molson Coors Beverage Co is a separate company best known for its beer products. They are not related."
443,Plank Road Brewery,Molson Coors Brewing,MOLSON COORS BEVERAGE CO,0.648510227063996,Plank Road Brewery | Molson Coors Brewing,MOLSON COORS BEVERAGE CO,Yes,"Plank Road Brewery is a brand created by Molson Coors Brewing, and Molson Coors Brewing is the same entity as Molson Coors Beverage Co, which is simply a more recent name for the company."
444,Lost Vineyards,Lost Vineyards,CONSTELLATION BRANDS,0.3327954349435873,Lost Vineyards | Lost Vineyards,CONSTELLATION BRANDS,No,Lost Vineyards is an independent brand and does not have a direct ownership or subsidiary relationship with Constellation Brands.
445,Homestead Mills,Homestead Mills,GENERAL MILLS INC,0.4518778171116712,Homestead Mills | Homestead Mills,GENERAL MILLS INC,No,Homestead Mills and General Mills Inc are distinct entities with no widely known parent-subsidiary or brand relationship between them.
446,St Helena-Kellerei,Constellation Brands,CONSTELLATION BRANDS,0.6347451435150154,St Helena-Kellerei | Constellation Brands,CONSTELLATION BRANDS,Yes,"Constellation Brands is the parent company, and St Helena-Kellerei is a part of its portfolio or a subsidiary."
447,Yoki,General Mills,GENERAL MILLS INC,0.6137850300457551,Yoki | General Mills,GENERAL MILLS INC,Yes,"Yoki is a brand owned by General Mills, and General Mills Inc is the corporate entity for General Mills. Therefore, there is a parent-subsidiary relationship."
448,Black Velvet Import,Constellation Brands,CONSTELLATION BRANDS,0.6068557415789892,Black Velvet Import | Constellation Brands,CONSTELLATION BRANDS,Yes,"Constellation Brands is the parent company, and Black Velvet Import is a part of their portfolio."
449,J. Roget Champagne Cellars,Constellation Brands,CONSTELLATION BRANDS,0.6324743674693578,J. Roget Champagne Cellars | Constellation Brands,CONSTELLATION BRANDS,Yes,"J. Roget Champagne Cellars is a brand that falls under the parent company Constellation Brands. As such, there is a parent–subsidiary/brand relationship between the two entities."
450,Krema Products,Krema Products,KROGER CO,0.4234570125953231,Krema Products | Krema Products,KROGER CO,No,"Krema Products is known for peanut butter and specialty foods, while Kroger Co. is a large supermarket chain. There is no widely recognized relationship between them as parent-subsidiary or brand."
451,Too Faced Cosmetics,Este Lauder,ESTEE LAUDER COMPANIES INC,0.6021024696364139,Too Faced Cosmetics | Este Lauder,ESTEE LAUDER COMPANIES INC,Yes,"Too Faced Cosmetics is a brand owned by Estee Lauder Companies Inc., indicating a parent–subsidiary relationship."
452,Culinary Circle,Culinary Circle,CONAGRA BRANDS INC,0.3848740022161857,Culinary Circle | Culinary Circle,CONAGRA BRANDS INC,Yes,Culinary Circle is a brand that is owned by Conagra Brands Inc.
453,Corner Store,Corner Store,CASEYS GENERAL STORES INC,0.4364122911921977,Corner Store | Corner Store,CASEYS GENERAL STORES INC,Yes,"Casey's General Stores Inc. owns and operates convenience stores under the brand name 'Corner Store', following a rebranding of locations previously operated under different names."
454,Toasted Head,Constellation Brands,CONSTELLATION BRANDS,0.6495231924659267,Toasted Head | Constellation Brands,CONSTELLATION BRANDS,Yes,"Toasted Head is a wine brand owned by Constellation Brands, a large alcoholic beverage company. Thus, they are part of the same corporate structure."
455,CSC Naturals and Organics,CSC Naturals and Organics,UNITED NATURAL FOODS INC,0.3773970025800885,CSC Naturals and Organics | CSC Naturals and Organics,UNITED NATURAL FOODS INC,No,CSC Naturals and Organics and UNITED NATURAL FOODS INC are distinct entities with no known corporate or brand relationship.
456,I.V.A.S.S.,I.V.A.S.S.,ASSET ACCEPTANCE CAPITL CP,0.3529622956829766,I.V.A.S.S. | I.V.A.S.S.,ASSET ACCEPTANCE CAPITL CP,No,"I.V.A.S.S. and ASSET ACCEPTANCE CAPITL CP appear to be unrelated entities, as there is no known relationship or common ownership between them."
457,Pivovary Staropramen,Molson Coors Brewing,MOLSON COORS BEVERAGE CO,0.629186070348495,Pivovary Staropramen | Molson Coors Brewing,MOLSON COORS BEVERAGE CO,Yes,"Molson Coors Brewing (now known as Molson Coors Beverage Co) owns Pivovary Staropramen. Thus, the entities are related through a parent-subsidiary relationship."
458,Diversified Foods,Diversified Foods,HORMEL FOODS CORP,0.4560770217720004,Diversified Foods | Diversified Foods,HORMEL FOODS CORP,Yes,Diversified Foods is a subsidiary or brand under Hormel Foods Corporation.
459,IGA,IGA,KROGER CO,0.4077262579305495,IGA | IGA,KROGER CO,No,"IGA and Kroger Co are distinct entities. IGA is a brand of independently owned and operated grocery stores, while Kroger Co is a separate and large grocery store chain that operates under its own name and other brand names but not IGA."
460,Tyson Pet Products,Tyson Foods,TYSON FOODS INC  -CL A,0.6749692390174377,Tyson Pet Products | Tyson Foods,TYSON FOODS INC  -CL A,Yes,"Tyson Pet Products is a brand under the parent company Tyson Foods, and TYSON FOODS INC is the formal name for Tyson Foods' corporate structure."
461,Pfizer Consumer Healthcare,Pfizer,PFIZER INC,0.6630875295015503,Pfizer Consumer Healthcare | Pfizer,PFIZER INC,Yes,"Pfizer Consumer Healthcare is a business division of Pfizer Inc., making them part of the same corporate structure."
462,Fromagerie,Fromagerie,SAPUTO INC,0.3938765063202788,Fromagerie | Fromagerie,SAPUTO INC,Yes,"Fromagerie is a brand owned by Saputo Inc., which is a large dairy company known for producing cheese and other dairy products under various brand names."
463,Sam's Club General Offices,Wal-Mart,WALMART INC,0.5695615454748968,Sam's Club General Offices | Wal-Mart,WALMART INC,Yes,"Sam's Club is a subsidiary of Walmart Inc, and both are part of the same corporate group."
464,Rising Moon Organics,Rising Moon,UNITED NATURAL FOODS INC,0.346121384017064,Rising Moon Organics | Rising Moon,UNITED NATURAL FOODS INC,Yes,"Rising Moon Organics is a brand under United Natural Foods, Inc. (UNFI), as UNFI owns and distributes various organic and natural food brands, including Rising Moon."
465,ConAgra Food Ingredients,ConAgra Foods,CONAGRA BRANDS INC,0.7215029033692683,ConAgra Food Ingredients | ConAgra Foods,CONAGRA BRANDS INC,Yes,"ConAgra Foods is a former name of ConAgra Brands Inc., and ConAgra Food Ingredients would be a part or division of the same corporate entity."
466,Smucker Natural Foods,J.M. Smucker,SMUCKER (JM) CO,0.7060398255955116,Smucker Natural Foods | J.M. Smucker,SMUCKER (JM) CO,Yes,"Smucker Natural Foods is a brand associated with The J.M. Smucker Company, and SMUCKER (JM) CO refers to the parent company itself."
467,Urban Accents,Urban Accents,UNITED NATURAL FOODS INC,0.3653496750035909,Urban Accents | Urban Accents,UNITED NATURAL FOODS INC,No,"Urban Accents is a brand specializing in spice blends and seasonings, whereas United Natural Foods, Inc. (UNFI) is a distributor of natural and organic foods. Though UNFI may distribute products from Urban Accents, they are separate entities."
468,Hershey International,Hershey,HERSHEY CO,0.7117616829859976,Hershey International | Hershey,HERSHEY CO,Yes,"Hershey International is a part of The Hershey Company, making them related entities where Hershey International operates under the parent company HERSHEY CO."
469,Primal Roots,Constellation Brands,CONSTELLATION BRANDS,0.6588774303944217,Primal Roots | Constellation Brands,CONSTELLATION BRANDS,Yes,"Primal Roots is a wine brand owned by Constellation Brands. Therefore, they refer to the same company through a brand-ownership relationship."
470,Food Should Taste Good,General Mills,GENERAL MILLS INC,0.583157606711677,Food Should Taste Good | General Mills,GENERAL MILLS INC,Yes,"Food Should Taste Good is a brand owned by General Mills, and GENERAL MILLS INC refers to the parent company, making them part of the same corporate structure."
471,Circle Foods,Tyson Foods,TYSON FOODS INC  -CL A,0.6531444423671859,Circle Foods | Tyson Foods,TYSON FOODS INC  -CL A,Yes,"Circle Foods is a subsidiary of Tyson Foods, and Tyson Foods Inc - CL A refers to class A shares of the parent company Tyson Foods, Inc."
472,Milo's Kitchen,Big Heart Pet Brands,GENERAL MILLS INC,0.4505071926416739,Milo's Kitchen | Big Heart Pet Brands,GENERAL MILLS INC,No,"Milo's Kitchen is a brand under Big Heart Pet Brands, which is part of The J.M. Smucker Company. General Mills Inc. is a separate company, primarily known for food products."
473,Home Depot,Home Depot,HOME DEPOT INC,0.7574628439213952,Home Depot | Home Depot,HOME DEPOT INC,Yes,"Both names refer to the same company, Home Depot, and include variations of its legal name."
474,McNeil-PPC,Johnson & Johnson,JOHNSON & JOHNSON,0.6741846663010049,McNeil-PPC | Johnson & Johnson,JOHNSON & JOHNSON,Yes,"McNeil-PPC is a subsidiary of Johnson & Johnson, hence they are part of the same corporate family."
475,Coca-Cola 3E,The Coca-Cola Company,COCA-COLA CO,0.6586724089870734,Coca-Cola 3E | The Coca-Cola Company,COCA-COLA CO,Yes,The entities refer to the Coca-Cola Company. 'COCA-COLA CO' is a common shorthand or stock ticker name for The Coca-Cola Company.
476,Stellenbosch Farmers Winery,Stellenbosch Farmers Winery,CONSTELLATION BRANDS,0.4031737237903742,Stellenbosch Farmers Winery | Stellenbosch Farmers Winery,CONSTELLATION BRANDS,No,"Stellenbosch Farmers Winery and Constellation Brands are separate entities. Stellenbosch Farmers Winery was a South African company that eventually became part of Distell Group Limited, which is not connected to Constellation Brands."
477,Thrifty Payless,Rite Aid,RITE AID CORP,0.5575642741178259,Thrifty Payless | Rite Aid,RITE AID CORP,Yes,"Thrifty Payless is a subsidiary of Rite Aid Corporation, thus both entities refer to the same parent company."
478,Medora Snacks,Medora Snacks,MONDELEZ INTERNATIONAL INC,0.4198208181914176,Medora Snacks | Medora Snacks,MONDELEZ INTERNATIONAL INC,No,"Medora Snacks and MONDELEZ INTERNATIONAL INC are distinct entities. While Mondelez owns many snack brands, Medora Snacks is not typically listed as one of their brands or subsidiaries."
479,CWUS Imports,Constellation Brands,CONSTELLATION BRANDS,0.7033615538449303,CWUS Imports | Constellation Brands,CONSTELLATION BRANDS,Yes,"CWUS Imports is associated with Constellation Brands, a major alcoholic beverage company. Both entities are likely part of the same corporate structure."
480,Woodstock Farms,Woodstock Farms,LAND O'LAKES INC,0.418832252761489,Woodstock Farms | Woodstock Farms,LAND O'LAKES INC,No,Woodstock Farms and LAND O'LAKES INC are separate entities with no known parent-subsidiary or brand relationship.
481,Maxi,Maxi,METRO INC,0.3138063331547441,Maxi | Maxi,METRO INC,Yes,"Maxi is a grocery store chain that operates as a subsidiary of Metro Inc., a major Canadian food retailer. Thus, they refer to the same corporate entity in terms of ownership."
482,Canada Bread,Canada Bread,LOBLAW COS LTD,0.472902447395226,Canada Bread | Canada Bread,LOBLAW COS LTD,No,"Canada Bread is a subsidiary of Grupo Bimbo, not Loblaw Cos Ltd, which is a Canadian food retailer."
483,Metro,Metro,METRO INC,0.6867894902071792,Metro | Metro,METRO INC,No,"Entity 1 refers potentially to multiple brands or generic names, while Entity 2 specifically refers to a Canadian food retailer headquartered in Quebec. Without more context, they cannot be considered the same company."
484,Genesee Brewing Company,Genesee Brewing Company,MOLSON COORS BEVERAGE CO,0.5021283117262637,Genesee Brewing Company | Genesee Brewing Company,MOLSON COORS BEVERAGE CO,No,"Genesee Brewing Company is not owned by Molson Coors Beverage Co; it is owned by FIFCO USA, a subsidiary of Florida Ice & Farm Co. Molson Coors is a separate beverage company."
485,SkinnyPop Popcorn,Hershey,HERSHEY CO,0.5781138383549471,SkinnyPop Popcorn | Hershey,HERSHEY CO,Yes,"The Hershey Company owns Amplify Snack Brands, which is the parent company of SkinnyPop Popcorn. Therefore, SkinnyPop Popcorn is associated with the Hershey Company."
486,Loblaw Companies,George Weston,LOBLAW COS LTD,0.6642159696974906,Loblaw Companies | George Weston,LOBLAW COS LTD,Yes,"Loblaw Companies Limited, often abbreviated as Loblaw Cos Ltd, is a subsidiary of George Weston Limited, making them part of the same corporate family."
487,C.P. Products,C.P. Products,CAMPBELL SOUP CO,0.4051292241163088,C.P. Products | C.P. Products,CAMPBELL SOUP CO,No,C.P. Products and Campbell Soup Co are separate entities with no direct parent-subsidiary or brand relationship.
488,Simply Naked Winery,Constellation Brands,CONSTELLATION BRANDS,0.6236957603672098,Simply Naked Winery | Constellation Brands,CONSTELLATION BRANDS,Yes,"Simply Naked Winery is a brand under Constellation Brands, which is the parent company. The two entities are related through brand ownership."
489,UniBev,UniBev,AMBEV SA,0.5504363946937,UniBev | UniBev,AMBEV SA,No,UniBev and AMBEV SA are not known to be directly connected or part of the same corporate structure based on available information.
490,Hayman & Hill Wines,Constellation Brands,CONSTELLATION BRANDS,0.6039979237138517,Hayman & Hill Wines | Constellation Brands,CONSTELLATION BRANDS,Yes,"Constellation Brands is the parent company, and Hayman & Hill Wines is a brand or subsidiary under Constellation Brands."
491,Dutch Country Kettles,Dutch Country Kettles,HERSHEY CO,0.3565900424257296,Dutch Country Kettles | Dutch Country Kettles,HERSHEY CO,No,Dutch Country Kettles and Hershey Co are distinct entities without any publicly known parent-subsidiary or brand relationship.
492,Merrick,Merrick,MERCK & CO,0.3418254554272256,Merrick | Merrick,MERCK & CO,No,"Merrick and Merck & Co are distinct entities; Merrick is typically associated with pet food, while Merck & Co is a pharmaceutical company."
493,Cornfields,Cornfields,ARCHER-DANIELS-MIDLAND CO,0.2892590498915828,Cornfields | Cornfields,ARCHER-DANIELS-MIDLAND CO,Yes,"Cornfields is a brand owned by Archer-Daniels-Midland Co., which acquired the company."
494,Carando Gourmet Frozen Foods,Carando Gourmet Frozen Foods,CONAGRA BRANDS INC,0.4842488672003285,Carando Gourmet Frozen Foods | Carando Gourmet Frozen Foods,CONAGRA BRANDS INC,No,"Carando Gourmet Frozen Foods is not directly owned or a brand under Conagra Brands Inc. As of the last update, there's no public information linking the two entities."
495,J&J Skincare,J&J Skincare,JOHNSON & JOHNSON,0.6315426865430126,J&J Skincare | J&J Skincare,JOHNSON & JOHNSON,Yes,"J&J Skincare is likely a brand or subsidiary of Johnson & Johnson, a large corporation known for its skincare and personal care products."
496,Azienda Agricola C Montebello,Azienda Agricola C Montebello,PHARMING GROUP NV,0.3343682004166154,Azienda Agricola C Montebello | Azienda Agricola C Montebello,PHARMING GROUP NV,No,"Azienda Agricola C Montebello is an agricultural business, while Pharming Group NV is a biotechnology company. There is no known corporate or brand relationship between the two entities."
497,Oyster Bay Wines,Oyster Bay Wines,CONSTELLATION BRANDS,0.3768500826968584,Oyster Bay Wines | Oyster Bay Wines,CONSTELLATION BRANDS,No,"Oyster Bay Wines is owned by Delegat's Wine Estate, not Constellation Brands."
498,On-Cor,On-Cor,HORMEL FOODS CORP,0.4416225356251312,On-Cor | On-Cor,HORMEL FOODS CORP,No,"On-Cor is not owned by Hormel Foods Corp, they are separate companies."
499,Smashbox,Este Lauder,ESTEE LAUDER COMPANIES INC,0.5465942490448966,Smashbox | Este Lauder,ESTEE LAUDER COMPANIES INC,Yes,"Smashbox is a brand owned by Estee Lauder Companies Inc, therefore both entities are related through brand ownership."
500,Jimmy Dean Foods,Tyson Foods,TYSON FOODS INC  -CL A,0.5665638511352061,Jimmy Dean Foods | Tyson Foods,TYSON FOODS INC  -CL A,Yes,Tyson Foods is the parent company of Jimmy Dean Foods.
501,Clorox Pet Products,Clorox,CLOROX CO/DE,0.6370881993207902,Clorox Pet Products | Clorox,CLOROX CO/DE,Yes,"Clorox Pet Products is a brand under The Clorox Company, which is represented by the ticker symbol CLOROX CO/DE."
502,Rioja Vega,Constellation Brands,CONSTELLATION BRANDS,0.6225551897378327,Rioja Vega | Constellation Brands,CONSTELLATION BRANDS,Yes,"Rioja Vega is a brand owned by Constellation Brands, hence the two entities are related."
503,Vallebelbo,Vallebelbo,KELLANOVA,0.2834030822192747,Vallebelbo | Vallebelbo,KELLANOVA,No,"There is no known corporate relationship or brand ownership between Vallebelbo, a wine company, and KELLANOVA, which is a new name for Kellogg's North American cereal business."
504,Coors Archive Brewing,Molson Coors Brewing,MOLSON COORS BEVERAGE CO,0.7011839533764157,Coors Archive Brewing | Molson Coors Brewing,MOLSON COORS BEVERAGE CO,Yes,"Molson Coors Beverage Co is the parent company, and Coors Archive Brewing is a brand owned by Molson Coors."
505,Tyson Refrigerated Processed Meats,Tyson Foods,TYSON FOODS INC  -CL A,0.62884760885084,Tyson Refrigerated Processed Meats | Tyson Foods,TYSON FOODS INC  -CL A,Yes,"Tyson Refrigerated Processed Meats is a division within Tyson Foods, and Tyson Foods Inc - Cl A refers to Tyson Foods Inc with Class A shares."
